[20190310_141725 / views.py:11753]
fname_Src_CSV	44_5.1_10_rawdata.(AUDJPY).(Period-M5).(NumOfUnits-55000).(Bars-ALL-20190310_140323).20190310_140123.csv
slice by	day
this file	no-44.[ups-downs-in_BB].[v-1.0].(AUDJPY-M5).(20190310_141717).csv
pair	AUDJPY
timeframe	M5
start	2017.11.20 11:30
end	2019.03.08 23:50

[ups/downs]==============================
s.n.	start	end	total	UU	UD	DU	DD	%UU	%UD	%DU	%DD


[20190310_141725 / views.py:11768]


[lo_UU]==============================
s.n.	e0.dateTime	e1.dateTime	e0.CP	e1.CP	e0.BB_M2S	e0.BB_M1S	e0.BB_Main	e0.BB_1S	e0.BB_2S
1	2019.03.08 00:10	2019.03.08 00:15	78.242	78.244	78.177	78.219	78.262	78.304	78.347
2	2019.03.08 00:15	2019.03.08 00:20	78.244	78.264	78.182	78.223	78.264	78.304	78.345
3	2019.03.08 00:40	2019.03.08 00:45	78.272	78.277	78.222	78.249	78.277	78.304	78.331
4	2019.03.08 00:45	2019.03.08 00:50	78.277	78.285	78.224	78.251	78.278	78.305	78.332
5	2019.03.08 00:50	2019.03.08 00:55	78.285	78.315	78.227	78.253	78.279	78.306	78.332
6	2019.03.08 01:20	2019.03.08 01:25	78.331	78.372	78.227	78.255	78.283	78.311	78.339
7	2019.03.08 01:25	2019.03.08 01:30	78.372	78.373	78.219	78.252	78.285	78.318	78.351
8	2019.03.08 01:40	2019.03.08 01:45	78.391	78.400	78.205	78.253	78.300	78.347	78.394
9	2019.03.08 02:20	2019.03.08 02:25	78.306	78.314	78.254	78.296	78.337	78.378	78.420
10	2019.03.08 03:10	2019.03.08 03:15	78.187	78.189	78.129	78.209	78.289	78.369	78.449
11	2019.03.08 03:15	2019.03.08 03:20	78.189	78.196	78.119	78.200	78.280	78.360	78.440
12	2019.03.08 03:35	2019.03.08 03:40	78.175	78.181	78.108	78.171	78.234	78.297	78.359
13	2019.03.08 03:40	2019.03.08 03:45	78.181	78.187	78.110	78.168	78.225	78.283	78.340
14	2019.03.08 03:45	2019.03.08 03:50	78.187	78.211	78.109	78.164	78.220	78.275	78.330
15	2019.03.08 03:50	2019.03.08 03:55	78.211	78.247	78.114	78.164	78.214	78.264	78.314
16	2019.03.08 04:05	2019.03.08 04:10	78.220	78.254	78.134	78.168	78.202	78.236	78.270
17	2019.03.08 04:10	2019.03.08 04:15	78.254	78.282	78.138	78.169	78.201	78.232	78.263
18	2019.03.08 04:15	2019.03.08 04:20	78.282	78.311	78.134	78.168	78.202	78.237	78.271
19	2019.03.08 04:20	2019.03.08 04:25	78.311	78.336	78.124	78.165	78.206	78.248	78.289
20	2019.03.08 04:25	2019.03.08 04:30	78.336	78.350	78.112	78.161	78.211	78.260	78.310
21	2019.03.08 04:40	2019.03.08 04:45	78.318	78.325	78.108	78.171	78.233	78.295	78.357
22	2019.03.08 05:20	2019.03.08 05:25	78.142	78.153	78.126	78.189	78.253	78.316	78.379
23	2019.03.08 06:35	2019.03.08 06:40	78.008	78.011	77.977	78.045	78.114	78.182	78.250
24	2019.03.08 06:55	2019.03.08 07:00	77.957	78.015	77.931	78.000	78.069	78.138	78.207
25	2019.03.08 07:00	2019.03.08 07:05	78.015	78.016	77.927	77.995	78.063	78.131	78.199
26	2019.03.08 08:20	2019.03.08 08:25	77.823	77.828	77.747	77.822	77.896	77.971	78.046
27	2019.03.08 08:25	2019.03.08 08:30	77.828	77.854	77.742	77.815	77.888	77.962	78.035
28	2019.03.08 08:40	2019.03.08 08:45	77.814	77.823	77.734	77.800	77.866	77.932	77.998
29	2019.03.08 08:45	2019.03.08 08:50	77.823	77.844	77.743	77.800	77.857	77.914	77.971
30	2019.03.08 08:50	2019.03.08 08:55	77.844	77.856	77.756	77.802	77.849	77.896	77.942
31	2019.03.08 09:15	2019.03.08 09:20	77.760	77.772	77.759	77.790	77.820	77.851	77.882
32	2019.03.08 09:50	2019.03.08 09:55	77.761	77.764	77.722	77.759	77.796	77.833	77.869
33	2019.03.08 09:55	2019.03.08 10:00	77.764	77.844	77.719	77.757	77.794	77.832	77.869
34	2019.03.08 10:25	2019.03.08 10:30	77.867	77.869	77.713	77.757	77.801	77.845	77.889
35	2019.03.08 10:30	2019.03.08 10:35	77.869	77.900	77.711	77.757	77.802	77.848	77.893
36	2019.03.08 11:00	2019.03.08 11:05	77.908	77.928	77.717	77.775	77.833	77.891	77.949
37	2019.03.08 11:05	2019.03.08 11:10	77.928	77.933	77.721	77.781	77.841	77.901	77.961
38	2019.03.08 11:30	2019.03.08 11:35	77.982	78.034	77.787	77.838	77.889	77.940	77.991
39	2019.03.08 11:35	2019.03.08 11:40	78.034	78.043	77.799	77.851	77.903	77.955	78.007
40	2019.03.08 11:40	2019.03.08 11:45	78.043	78.057	77.796	77.854	77.913	77.971	78.029
41	2019.03.08 11:45	2019.03.08 11:50	78.057	78.064	77.796	77.860	77.924	77.987	78.051
42	2019.03.08 12:10	2019.03.08 12:15	78.055	78.063	77.841	77.907	77.973	78.038	78.104
43	2019.03.08 12:15	2019.03.08 12:20	78.063	78.093	77.848	77.914	77.981	78.047	78.114
44	2019.03.08 12:20	2019.03.08 12:25	78.093	78.102	77.859	77.925	77.992	78.058	78.124
45	2019.03.08 13:00	2019.03.08 13:05	78.113	78.128	77.973	78.020	78.067	78.114	78.160
46	2019.03.08 13:05	2019.03.08 13:10	78.128	78.136	78.000	78.038	78.076	78.115	78.153
47	2019.03.08 13:30	2019.03.08 13:35	78.103	78.107	78.036	78.067	78.097	78.127	78.157
48	2019.03.08 13:35	2019.03.08 13:40	78.107	78.107	78.046	78.073	78.100	78.127	78.155
49	2019.03.08 13:40	2019.03.08 13:45	78.107	78.118	78.055	78.079	78.103	78.127	78.152
50	2019.03.08 13:45	2019.03.08 13:50	78.118	78.127	78.066	78.087	78.107	78.127	78.147
51	2019.03.08 13:50	2019.03.08 13:55	78.127	78.131	78.077	78.094	78.110	78.127	78.144
52	2019.03.08 13:55	2019.03.08 14:00	78.131	78.148	78.087	78.101	78.114	78.127	78.141
53	2019.03.08 15:10	2019.03.08 15:15	78.123	78.128	78.087	78.103	78.119	78.135	78.151
54	2019.03.08 15:15	2019.03.08 15:20	78.128	78.148	78.089	78.104	78.120	78.136	78.151
55	2019.03.08 16:10	2019.03.08 16:15	78.019	78.063	77.941	78.002	78.062	78.122	78.183
56	2019.03.08 16:25	2019.03.08 16:30	78.097	78.129	77.941	77.999	78.057	78.116	78.174
57	2019.03.08 16:30	2019.03.08 16:35	78.129	78.161	77.940	77.999	78.058	78.117	78.176
58	2019.03.08 16:45	2019.03.08 16:50	78.187	78.210	77.928	77.998	78.068	78.138	78.208
59	2019.03.08 17:15	2019.03.08 17:20	78.155	78.159	77.917	78.007	78.096	78.186	78.276
60	2019.03.08 17:20	2019.03.08 17:25	78.159	78.200	77.933	78.019	78.106	78.192	78.278
61	2019.03.08 17:25	2019.03.08 17:30	78.200	78.218	77.941	78.028	78.114	78.201	78.288
62	2019.03.08 17:40	2019.03.08 17:45	78.290	78.347	77.997	78.075	78.153	78.230	78.308
63	2019.03.08 18:00	2019.03.08 18:05	78.249	78.292	78.087	78.145	78.204	78.262	78.321
64	2019.03.08 18:05	2019.03.08 18:10	78.292	78.313	78.101	78.157	78.213	78.270	78.326
65	2019.03.08 18:20	2019.03.08 18:25	78.348	78.379	78.121	78.180	78.240	78.299	78.359
66	2019.03.08 20:00	2019.03.08 20:05	78.252	78.258	78.222	78.258	78.293	78.328	78.363
67	2019.03.08 20:05	2019.03.08 20:10	78.258	78.261	78.227	78.257	78.287	78.317	78.347
68	2019.03.08 21:15	2019.03.08 21:20	78.283	78.289	78.235	78.253	78.271	78.289	78.307
69	2019.03.08 21:20	2019.03.08 21:25	78.289	78.304	78.235	78.254	78.272	78.291	78.309
70	2019.03.08 21:25	2019.03.08 21:30	78.304	78.313	78.234	78.254	78.274	78.294	78.313
71	2019.03.08 22:40	2019.03.08 22:45	78.248	78.255	78.202	78.238	78.273	78.309	78.345
72	2019.03.08 22:45	2019.03.08 22:50	78.255	78.263	78.200	78.236	78.272	78.308	78.344
73	2019.03.08 22:50	2019.03.08 22:55	78.263	78.283	78.200	78.236	78.272	78.308	78.344
74	2019.03.08 22:55	2019.03.08 23:00	78.283	78.290	78.200	78.236	78.272	78.308	78.344
75	2019.03.08 23:00	2019.03.08 23:05	78.290	78.291	78.200	78.236	78.272	78.308	78.344
76	2019.03.08 23:05	2019.03.08 23:10	78.291	78.299	78.201	78.236	78.271	78.307	78.342
77	2019.03.08 23:30	2019.03.08 23:35	78.308	78.317	78.205	78.237	78.268	78.300	78.331
78	2019.03.08 23:35	2019.03.08 23:40	78.317	78.321	78.204	78.237	78.270	78.303	78.336
79	2019.03.07 00:40	2019.03.07 00:45	78.550	78.552	78.520	78.539	78.558	78.577	78.596
80	2019.03.07 02:00	2019.03.07 02:05	78.491	78.504	78.479	78.498	78.518	78.537	78.556
81	2019.03.07 02:20	2019.03.07 02:25	78.488	78.500	78.470	78.489	78.508	78.528	78.547
82	2019.03.07 02:45	2019.03.07 02:50	78.496	78.500	78.456	78.477	78.498	78.519	78.541
